Timestamp,RPM,TPS_percent,IAT_C,MAP_kPa,PulseWidth_ms,AnalogIn1_V,AnalogIn2_V,AnalogIn3_V,AnalogIn4_V,VSS_kmh,Baro_kPa,OilTemp_C,OilPressure_bar,FuelPressure_bar,CLT_C,IgnAngle_deg,DwellTime_ms,WBO_Lambda,LambdaCorrection_percent,EGT1_C,EGT2_C,Gear,EmuTemp_C,Batt_V,CEL_Error,Flags1,Ethanol_percent,DBW_Pos_percent,DBW_Target_percent,TC_drpm_raw,TC_drpm,TC_TorqueReduction_percent,PitLimit_TorqueReduction_percent,AnalogIn5_V,AnalogIn6_V,OutFlags1,OutFlags2,OutFlags3,OutFlags4,BoostTarget_kPa,PWM1_DC_percent,DSG_Mode,LambdaTarget,PWM2_DC_percent,FuelUsed_L
2025-07-25 01:13:27.403,0,45.0,0,600,0.0,8.9990234375,0.0,0.99609375,1.9970703125,90,60,20,2.5,2.5,130,30.0,9.0,1.09375,120.0,600,600,1,30,13.5,9,3,80,0.5,0.5,300,300,10,10,8.9990234375,0.0,3,4,5,6,500,90,7,0.9,90,3.0
2025-07-25 01:13:28.055,1000,50.0,20,0,5.032248,0.0,0.99609375,1.9970703125,2.998046875,0,70,40,3.0,3.0,-40,-30.0,0.0,1.1953125,75.0,800,800,2,40,13.986,0,4,90,1.0,1.0,400,400,20,20,0.0,0.99609375,4,5,6,7,600,0,15,0.0,0,4.0
2025-07-25 01:13:28.706,2000,0.0,40,100,10.080625000000001,0.99609375,1.9970703125,2.998046875,3.9990234375,10,80,60,0.0,0.0,-20,-15.0,1.0,0.59375,80.0,1000,1000,3,50,10.988999999999999,1,5,100,1.5,1.5,500,500,30,30,0.99609375,1.9970703125,5,6,7,0,0,10,2,0.1,10,5.0
2025-07-25 01:13:29.357,3000,5.0,60,200,15.112873,1.9970703125,2.998046875,3.9990234375,5.0,20,90,80,0.5,0.5,0,0.0,2.0,0.6953125,85.0,1200,1200,4,60,11.475,2,6,0,2.0,2.0,600,600,40,40,1.9970703125,2.998046875,6,7,0,1,100,20,3,0.2,20,6.0
2025-07-25 01:13:30.009,4000,10.0,80,300,20.161250000000003,2.998046875,3.9990234375,5.0,5.99609375,30,100,100,1.0,1.0,20,15.0,3.0,0.796875,90.0,1400,1400,5,70,11.988,3,7,10,2.5,2.5,700,700,50,50,2.998046875,3.9990234375,7,0,1,2,200,30,4,0.3,30,7.0
2025-07-25 01:13:30.660,5000,15.0,100,400,25.193498,3.9990234375,5.0,5.99609375,6.9970703125,40,110,120,1.5,1.5,40,30.0,4.0,0.8984375,95.0,0,0,6,80,12.474,4,0,20,3.0,3.0,0,0,60,60,3.9990234375,5.0,0,1,2,3,300,40,5,0.4,40,0.0
2025-07-25 01:13:31.311,6000,20.0,120,500,30.241875,5.0,5.99609375,6.9970703125,7.998046875,50,120,140,2.0,2.0,60,-30.0,5.0,1.0,100.0,200,200,7,90,12.987,5,1,30,3.5,3.5,100,100,70,70,5.0,5.99609375,1,2,3,4,400,50,6,0.5,50,1.0
2025-07-25 01:13:31.963,7000,25.0,-40,600,35.274123,5.99609375,6.9970703125,7.998046875,8.9990234375,60,130,160,2.5,2.5,80,-15.0,6.0,1.09375,105.0,400,400,8,100,13.5,6,2,40,4.0,4.0,200,200,80,80,5.99609375,6.9970703125,2,3,4,5,500,60,7,0.6,60,2.0
2025-07-25 01:13:32.614,8000,30.0,-20,0,40.322500000000005,6.9970703125,7.998046875,8.9990234375,0.0,70,50,0,3.0,3.0,100,0.0,7.0,1.1953125,110.0,600,600,0,20,13.986,7,3,50,0.0,0.0,300,300,0,0,6.9970703125,7.998046875,3,4,5,6,600,70,15,0.7000000000000001,70,3.0
2025-07-25 01:13:33.265,9000,35.0,0,100,45.354748,7.998046875,8.9990234375,0.0,0.99609375,80,60,20,0.0,0.0,120,15.0,8.0,0.59375,115.0,800,800,1,30,10.988999999999999,8,4,60,0.5,0.5,400,400,10,10,7.998046875,8.9990234375,4,5,6,7,0,80,2,0.8,80,4.0
2025-07-25 01:13:33.917,0,40.0,20,200,0.0,8.9990234375,0.0,0.99609375,1.9970703125,90,70,40,0.5,0.5,130,30.0,9.0,0.6953125,120.0,1000,1000,2,40,11.475,9,5,70,1.0,1.0,500,500,20,20,8.9990234375,0.0,5,6,7,0,100,90,3,0.9,90,5.0
2025-07-25 01:13:34.568,1000,45.0,40,300,5.032248,0.0,0.99609375,1.9970703125,2.998046875,0,80,60,1.0,1.0,-40,-30.0,0.0,0.796875,75.0,1200,1200,3,50,11.988,0,6,80,1.5,1.5,600,600,30,30,0.0,0.99609375,6,7,0,1,200,0,4,0.0,0,6.0
2025-07-25 01:13:35.219,2000,50.0,60,400,10.080625000000001,0.99609375,1.9970703125,2.998046875,3.9990234375,10,90,80,1.5,1.5,-20,-15.0,1.0,0.8984375,80.0,1400,1400,4,60,12.474,1,7,90,2.0,2.0,700,700,40,40,0.99609375,1.9970703125,7,0,1,2,300,10,5,0.1,10,7.0
2025-07-25 01:13:35.871,3000,0.0,80,500,15.112873,1.9970703125,2.998046875,3.9990234375,5.0,20,100,100,2.0,2.0,0,0.0,2.0,1.0,85.0,0,0,5,70,12.987,2,0,100,2.5,2.5,0,0,50,50,1.9970703125,2.998046875,0,1,2,3,400,20,6,0.2,20,0.0
2025-07-25 01:13:36.522,4000,5.0,100,600,20.161250000000003,2.998046875,3.9990234375,5.0,5.99609375,30,110,120,2.5,2.5,20,15.0,3.0,1.09375,90.0,200,200,6,80,13.5,3,1,0,3.0,3.0,100,100,60,60,2.998046875,3.9990234375,1,2,3,4,500,30,7,0.3,30,1.0
2025-07-25 01:13:37.173,5000,10.0,120,0,25.193498,3.9990234375,5.0,5.99609375,6.9970703125,40,120,140,3.0,3.0,40,30.0,4.0,1.1953125,95.0,400,400,7,90,13.986,4,2,10,3.5,3.5,200,200,70,70,3.9990234375,5.0,2,3,4,5,600,40,15,0.4,40,2.0
2025-07-25 01:13:37.825,6000,15.0,-40,100,30.241875,5.0,5.99609375,6.9970703125,7.998046875,50,130,160,0.0,0.0,60,-30.0,5.0,0.59375,100.0,600,600,8,100,10.988999999999999,5,3,20,4.0,4.0,300,300,80,80,5.0,5.99609375,3,4,5,6,0,50,2,0.5,50,3.0
2025-07-25 01:13:38.476,7000,20.0,-20,200,35.274123,5.99609375,6.9970703125,7.998046875,8.9990234375,60,50,0,0.5,0.5,80,-15.0,6.0,0.6953125,105.0,800,800,0,20,11.475,6,4,30,0.0,0.0,400,400,0,0,5.99609375,6.9970703125,4,5,6,7,100,60,3,0.6,60,4.0
2025-07-25 01:13:39.128,8000,25.0,0,300,40.322500000000005,6.9970703125,7.998046875,8.9990234375,0.0,70,60,20,1.0,1.0,100,0.0,7.0,0.796875,110.0,1000,1000,1,30,11.988,7,5,40,0.5,0.5,500,500,10,10,6.9970703125,7.998046875,5,6,7,0,200,70,4,0.7000000000000001,70,5.0
2025-07-25 01:13:39.779,9000,30.0,20,400,45.354748,7.998046875,8.9990234375,0.0,0.99609375,80,70,40,1.5,1.5,120,15.0,8.0,0.8984375,115.0,1200,1200,2,40,12.474,8,6,50,1.0,1.0,600,600,20,20,7.998046875,8.9990234375,6,7,0,1,300,80,5,0.8,80,6.0
2025-07-25 01:13:40.430,0,35.0,40,500,0.0,8.9990234375,0.0,0.99609375,1.9970703125,90,80,60,2.0,2.0,130,30.0,9.0,1.0,120.0,1400,1400,3,50,12.987,9,7,60,1.5,1.5,700,700,30,30,8.9990234375,0.0,7,0,1,2,400,90,6,0.9,90,7.0
2025-07-25 01:13:41.082,1000,40.0,60,600,5.032248,0.0,0.99609375,1.9970703125,2.998046875,0,90,80,2.5,2.5,-40,-30.0,0.0,1.09375,75.0,0,0,4,60,13.5,0,0,70,2.0,2.0,0,0,40,40,0.0,0.99609375,0,1,2,3,500,0,7,0.0,0,0.0
2025-07-25 01:13:41.733,2000,45.0,80,0,10.080625000000001,0.99609375,1.9970703125,2.998046875,3.9990234375,10,100,100,3.0,3.0,-20,-15.0,1.0,1.1953125,80.0,200,200,5,70,13.986,1,1,80,2.5,2.5,100,100,50,50,0.99609375,1.9970703125,1,2,3,4,600,10,15,0.1,10,1.0
